'Day fraction since midnight on' 	'photometer (mg/L)'	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.593298581	2.744809151	113764.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593310167	2.745316982	113764.4063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593321786	2.744883537	113734.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593333298	2.746162415	113734.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593344871	2.746100187	113734.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593356452	2.746575117	113734.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593368022	2.745175362	113734.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593379603	2.745616198	113721.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593391175	2.744619608	113721.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593402747	2.744737864	113721.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593414327	2.744080067	113721.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593425903	2.745385647	113721.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593437459	2.74535656	113721.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593449033	2.745876551	113736.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593460607	2.745885611	113736.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593472186	2.74725771	113736.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593483753	2.74763298	113736.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593495326	2.747475386	113736.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59350691	2.75020957	113712.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59351847	2.747031927	113712.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593530044	2.747866154	113712.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59354162	2.748281479	113712.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593553201	2.750123978	113712.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593564784	2.750095844	113719.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593576341	2.750751495	113719.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593587917	2.75133872	113719.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593599491	2.752200604	113719.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59361107	2.75306201	113719.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593622633	2.754092693	113698.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59363421	2.75287199	113698.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593645782	2.753447771	113698.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593657365	2.755298615	113698.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593668924	2.755388975	113698.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593680507	2.755863667	113694.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593692082	2.757247686	113694.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593703777	2.757432699	113694.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593715222	2.762333632	113694.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593726791	2.763170481	113694.4219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593738503	2.760884523	113691.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593749958	2.764459372	113691.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593761525	2.767579317	113691.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593773097	2.770478487	113691.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593784781	2.778778791	113691.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593796364	2.778726578	113674.4375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59380782	2.787752628	113674.4375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593819517	2.786137581	113674.4375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593831086	2.798800468	113674.4375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59384253	2.79689765	113674.4375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593854228	2.806087494	113686.3359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593865807	2.811511755	113686.3359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59387725	2.827449322	113686.3359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593888825	2.818593264	113686.3359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593900513	2.839209557	113686.3359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593912084	2.837311029	113646.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59392368	2.863110066	113646.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593935234	2.861970425	113646.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593946817	2.891989946	113646.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593958379	2.871209383	113646.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593969954	2.920232534	113651.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593981527	2.943026304	113651.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.593992993	3.076872826	113651.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594004681	3.08253932	113651.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594016259	3.173502684	113651.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594027819	3.134521723	113665.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594039391	3.205388784	113665.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594050967	3.171121121	113665.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594062546	3.294742823	113665.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594074121	3.325964928	113665.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594085688	3.453807354	113638.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594097269	3.41770649	113638.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594108837	3.543573141	113638.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59412041	3.559863329	113638.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594132	3.822182655	113638.0391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594143557	3.838037491	113634.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594155129	3.979048729	113634.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59416672	3.883192778	113634.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594178287	4.001460552	113634.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594189851	3.893306017	113634.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59420142	4.137599945	113636.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594212993	4.063702583	113636.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594224573	4.21840477	113636.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594236147	4.115450382	113636.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594247714	4.292532921	113636.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594259296	4.1925807	113613.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594270872	4.405529976	113613.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594282436	4.369191647	113613.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594294015	4.617981434	113613.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594305585	4.449542046	113613.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594317166	4.615813255	113634.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594328745	4.511842728	113634.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594340313	4.818061829	113634.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59435189	4.836576939	113634.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594363456	5.092082501	113634.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594375041	4.921245098	113618.2109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594386598	5.2162323	113618.2109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594398185	5.109091282	113618.2109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594409759	5.490657806	113618.2109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59442132	5.419377327	113618.2109	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594432904	5.706974983	113620.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594444484	5.507855892	113620.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594456046	5.781460762	113620.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59446763	5.532788754	113620.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594479202	5.894267559	113620.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594490773	5.753407002	113623.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594502352	6.049743652	113623.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594513913	5.778455734	113623.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594525489	6.033576489	113623.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594537071	5.883708	113623.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594548643	6.214505673	113599.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594560204	6.191448689	113599.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594571792	6.499935627	113599.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59458337	6.251867294	113599.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594594938	6.52218771	113599.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594606498	6.437390804	113604.1953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594618066	6.906206608	113604.1953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594629655	6.894578457	113604.1953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594641221	7.226989746	113604.1953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594652789	6.959014416	113604.1953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594664368	7.194643498	113565.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594675938	7.067914963	113565.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594687511	7.484559059	113565.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594699092	7.377473831	113565.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594710664	7.689662457	113565.1719	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594722238	7.498794556	113576.0234	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594733801	7.740163326	113576.0234	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594745383	7.619571686	113576.0234	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594756952	8.099461556	113576.0234	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594768541	8.009228706	113576.0234	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594780094	8.368935585	113569.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594791683	8.112538338	113569.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594803239	8.472160339	113569.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594814832	8.417469025	113569.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594826414	9.018413544	113569.6563	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594837961	8.93778038	113564.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59484955	9.310329437	113564.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594861107	8.924341202	113564.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594872685	9.267770767	113564.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594884259	9.166351318	113564.9219	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59489583	9.647071838	113564.7656	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594907423	9.499660492	113564.7656	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594918985	9.904628754	113564.7656	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594930569	9.635407448	113564.7656	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594942144	9.906130791	113564.7656	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594953713	9.760651588	113556.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594965292	10.23448277	113556.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594976844	10.14640999	113556.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594988417	10.58590698	113556.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.594999996	10.39067554	113556.7891	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595011573	10.71190643	113536.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595023151	10.57357311	113536.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595034724	11.11676407	113536.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595046293	11.0400877	113536.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595057869	11.38337135	113536.2031	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595069439	11.05160332	113546.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595081013	11.40554905	113546.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595092579	11.42272854	113546.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595104158	11.97542	113546.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595115726	11.88398647	113546.3594	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59512731	12.31794071	113533.4531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595138874	11.89903927	113533.4531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595150478	12.31130219	113533.4531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595162021	12.17151642	113533.4531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595173595	12.72262383	113533.4531	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595185179	12.60532475	113541.2969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595196747	13.09808064	113541.2969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595208313	12.82321167	113541.2969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595219887	13.18420315	113541.2969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595231458	13.04035282	113541.2969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595243046	13.64686966	113534.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595254616	13.51735973	113534.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595266198	13.98910141	113534.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595277757	13.57771206	113534.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59528933	14.01781559	113534.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595300912	13.95522308	113525.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595312475	14.54072952	113525.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59532406	14.45676422	113525.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595335627	14.87205505	113525.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595347209	14.43173504	113525.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595358773	14.88166428	113527.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595370359	14.73593903	113527.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59538192	15.25216293	113527.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595393489	15.09859657	113527.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595405077	15.6139307	113527.5391	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595416655	15.3076458	113501.7969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595428219	15.67367458	113501.7969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595439799	15.51554585	113501.7969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595451357	16.05565643	113501.7969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595462932	15.90007114	113501.7969	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.5954745	16.34357071	113524.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595486092	15.99859428	113524.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59549765	16.3831749	113524.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595509223	16.30289841	113524.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595520813	16.92199326	113524.5313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595532374	16.84459686	113501.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595543945	17.2444725	113501.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595555517	16.80223274	113501.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595567102	17.1920681	113501.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595578683	17.14888	113501.4922	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595590244	17.70950508	113497.6016	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595601822	17.54850006	113497.6016	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595613395	18.01309967	113497.6016	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595624969	17.67715073	113497.6016	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595636542	18.06650352	113497.6016	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595648125	17.91367722	113490.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595659685	18.42975235	113490.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595671249	18.24637413	113490.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595682838	18.74180985	113490.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595694404	18.44390488	113490.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595705992	18.7744503	113491.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595717556	18.67788124	113491.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595729119	19.27737045	113491.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595740713	19.17385864	113491.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595752268	19.59743118	113491.5078	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595763842	19.16941261	113479.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595775539	19.5865593	113479.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595787008	19.56529808	113479.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595798568	20.06559563	113479.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595810137	19.95038605	113479.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595821721	20.37528229	113487.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595833291	20.01844597	113487.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595844867	20.43456078	113487.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595856429	20.32473755	113487.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595868012	20.80881691	113487.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595879708	20.63524818	113478.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595891149	21.11753654	113478.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595902848	20.84723473	113478.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595914306	21.18044853	113478.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595925982	21.07032967	113478.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595937457	21.54609489	113472.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595949135	21.39792061	113472.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595960704	21.80530167	113472.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595972165	21.47432327	113472.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59598385	21.84923172	113472.7188	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.595995441	21.81199837	113453.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596006893	22.34289169	113453.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596018464	22.25523376	113453.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596030162	22.64933586	113453.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596041739	22.26011848	113453.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596053304	22.6423111	113461.5781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596064873	22.60795784	113461.5781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59607644	23.03557205	113461.5781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596088014	22.86237144	113461.5781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596099486	23.33676529	113461.5781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596111069	23.04376793	113461.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596122641	23.36597252	113461.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596134319	23.26125145	113461.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596145775	23.67074966	113461.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596157361	23.47142601	113461.7344	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596169053	23.92399597	113428.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596180626	23.68661118	113428.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596192068	24.13517952	113428.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596203662	24.23316765	113428.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596215232	24.74570465	113428.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596226805	24.62926674	113445.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596238377	24.95254707	113445.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596249943	24.62366104	113445.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596261641	24.87208748	113445.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596273106	24.89059448	113445.0859	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596284792	25.26042748	113438.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596296365	25.15749168	113438.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596307924	25.49280548	113438.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596319503	25.18818474	113438.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596331083	25.480093	113438.2266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596342527	25.40788651	113404.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596354223	25.69773483	113404.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596365676	25.56848907	113404.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596377388	25.94355965	113404.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596388956	25.72255707	113404.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59640051	25.97194481	113412.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596412093	25.94426727	113412.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596423549	26.37045288	113412.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596435249	26.30159187	113412.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596446805	26.55121613	113412.3828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596458375	26.31130028	113408.6172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596469968	26.5646801	113408.6172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596481532	26.52488899	113408.6172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596493097	26.93544579	113408.6172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596504679	26.8683815	113408.6172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596516255	27.1404686	113400.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596527846	26.88920403	113400.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596539393	27.17209053	113400.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596550973	27.1216526	113400.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596562541	27.45225716	113400.0156	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59657411	27.32734489	113408.9063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596585695	27.6647377	113408.9063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596597262	27.42209435	113408.9063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596608834	27.72027016	113408.9063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.59662041	27.69690323	113408.9063	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596631987	28.06118393	113398.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596643553	28.02053642	113398.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596655128	28.23072052	113398.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596666717	28.02027321	113398.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596678272	28.29094315	113398.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596689856	28.27205467	113389.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.596701423	28.62343597	113389.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
