Day fraction since midnight on 	photometer (mg/L)	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.489646807	44.7020607	113686.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489658373	44.7199707	113686.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489669961	44.73762512	113710.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489681524	44.75483322	113710.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489693095	44.78408813	113710.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489704678	44.78750992	113710.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489716243	44.82202148	113710.375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489727817	44.83535004	113696.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489739407	44.83901215	113696.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489750962	44.85663986	113696.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489762542	44.88422012	113696.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489774129	44.9066658	113696.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489785701	44.92166138	113731.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489797267	44.93265152	113731.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489808843	44.94620895	113731.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489820414	44.96884155	113731.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489831989	44.98016739	113731.125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489843558	45.00034332	113703.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489855132	45.00960922	113703.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489866705	45.01974106	113703.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.48987827	45.03640366	113703.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489889851	45.0579071	113703.8359	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489901429	45.07277679	113711.9375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489912994	45.08728027	113711.9375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489924569	45.10608673	113711.9375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489936145	45.10684204	113711.9375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489947723	45.1170578	113711.9375	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489959285	45.13093567	113713.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489970878	45.15365982	113713.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489982432	45.17715073	113713.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.489994008	45.18507767	113713.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490005579	45.20429611	113713.2578	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490017162	45.20471954	113730.5625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49002873	45.23286057	113730.5625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490040301	45.22911453	113730.5625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490051889	45.23805618	113730.5625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49006346	45.25721741	113730.5625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490075031	45.25568008	113718.8281	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490086611	45.27787781	113718.8281	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49009819	45.2827301	113718.8281	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490109741	45.30221939	113718.8281	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490121319	45.29529953	113718.8281	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490132899	45.30662918	113743.3203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490144475	45.31925964	113743.3203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490156055	45.32872772	113743.3203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49016761	45.32961655	113743.3203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490179185	45.34955597	113743.3203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490190772	45.35609055	113735.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490202348	45.37667084	113735.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490213922	45.37638092	113735.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49022548	45.38273239	113735.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490237068	45.38319397	113735.6953	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49024864	45.38758469	113746.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.4902602	45.40974426	113746.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490271781	45.40597916	113746.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490283349	45.42087555	113746.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490294934	45.42876816	113746.0313	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490306498	45.44236374	113760.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490318066	45.44689941	113760.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490329654	45.44378662	113760.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490341218	45.45938873	113760.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490352787	45.47245026	113760.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490364381	45.47052383	113748.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490375934	45.47460938	113748.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490387511	45.47942352	113748.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490399086	45.48804474	113748.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490410652	45.5013504	113748.4609	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490422236	45.50712204	113764.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49043381	45.50990295	113764.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490445374	45.51723099	113764.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490456961	45.5293808	113764.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490468526	45.52618027	113764.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49048011	45.53578568	113764.7813	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490491688	45.53543472	113764.7813	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490503243	45.56150818	113764.7813	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49051483	45.55090332	113764.7813	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490526402	45.56319046	113764.7813	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490537968	45.58071899	113764.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490549552	45.58766556	113764.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490561114	45.59209824	113764.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490572694	45.59215927	113764.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490584264	45.60660553	113764.8125	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490595851	45.60645676	113767.3438	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490607419	45.61671448	113767.3438	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490618983	45.61849594	113767.3438	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490630556	45.64336395	113767.3438	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490642128	45.63863373	113767.3438	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490653702	45.65065384	113786.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490665272	45.65536118	113786.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490676862	45.66609573	113786.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490688435	45.67486954	113786.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490699992	45.67812347	113786.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490711588	45.66588593	113788.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490723157	45.68661118	113788.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490734735	45.69869995	113788.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490746302	45.68885422	113788.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490757862	45.70969772	113788.5	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49076955	45.71284485	113778.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490781029	45.71701431	113778.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490792597	45.71209717	113778.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490804284	45.72193909	113778.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490815737	45.72515106	113778.8203	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490827309	45.7343483	113798.25	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490838886	45.72818375	113798.25	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490850449	45.74650192	113798.25	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490862045	45.74888229	113798.25	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490873607	45.76337814	113798.25	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490885286	45.77898788	113778.7266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490896764	45.75879288	113778.7266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490908323	45.77409363	113778.7266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490919908	45.77620697	113778.7266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490931589	45.77642059	113778.7266	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490943168	45.78781891	113785.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490954634	45.80004883	113785.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490966301	45.79744339	113785.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490977891	45.79308319	113785.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.490989345	45.80234909	113785.0625	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491000912	45.80477524	113793.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491012492	45.82376862	113793.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491024173	45.8203392	113793.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491035639	45.84539413	113793.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491047315	45.84670258	113793.0781	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491058893	45.85416794	113788.9453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491070364	45.83903122	113788.9453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491082046	45.84813309	113788.9453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491093623	45.84362793	113788.9453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491105081	45.85404587	113788.9453	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491116761	45.847435	113812.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491128215	45.86447525	113812.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491139925	45.86551666	113812.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491151494	45.86410904	113812.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491163065	45.85910797	113812.9844	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491174521	45.87767029	113798.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491186093	45.85837555	113798.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491197771	45.89505005	113798.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491209348	45.87021637	113798.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491220805	45.90249634	113798.1875	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491232514	45.88240814	113805.0547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491244083	45.89857101	113805.0547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491255661	45.89009094	113805.0547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491267215	45.89532471	113805.0547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491278796	45.9022789	113805.0547	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491290363	45.92618942	113818.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491301945	45.90230942	113818.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491313517	45.91789627	113818.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491325104	45.91584015	113818.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491336666	45.92456055	113818.8516	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491348232	45.92333221	113800.1172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491359803	45.92677307	113800.1172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491371383	45.93612289	113800.1172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491382953	45.94606781	113800.1172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491394539	45.93150711	113800.1172	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491406115	45.95096588	113810.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491417683	45.94452667	113810.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491429262	45.95232391	113810.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491440823	45.93907928	113810.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49145241	45.95127487	113810.8828	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491463983	45.9481926	113817.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491475538	45.94936371	113817.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491487112	45.95799637	113817.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491498706	45.96355057	113817.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491510266	45.96373749	113817.8047	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49152183	45.98237228	113819.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491533429	45.96901703	113819.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491544986	45.97151947	113819.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491556555	45.98128891	113819.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491568143	45.99153137	113819.1328	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491579721	45.98051453	113816.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491591274	45.99332809	113816.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.49160285	45.99184036	113816.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491614439	46.0007019	113816.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491625996	45.98503113	113816.8906	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491637572	46.00634766	113823.3984	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491649145	45.9968605	113823.3984	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491660723	46.01211929	113823.3984	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491672298	46.00361633	113823.3984	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
0.491683865	46.00966644	113823.3984	NaN	0	0	0	-5000	2147.25	-2.328559786	5000
